antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
is_uncertain=0 & uses_coordinate=0,is_correct=1 & noise_keyword_hit=none,0.8125,0.5933333333333334,0.52,0.64,1.0786516853932584,1.0,0.037916666666666654,1.1296296296296295,0.38888888888888873,0.5870178739416746,0.11475409836065567,0.7582022471910113
is_correct=1 & uses_coordinate=0,is_uncertain=0 & noise_keyword_hit=none,0.52,0.8925,0.52,1.0,1.1204481792717087,1.0,0.055900000000000005,inf,0.22395833333333337,0.5826330532212884,1.0,0.7913165266106443
is_correct=1,is_uncertain=0 & noise_keyword_hit=none & uses_coordinate=0,0.5933333333333334,0.7225,0.52,0.8764044943820224,1.2130166012207921,1.0,0.09131666666666666,2.245227272727271,0.43182534678436313,0.6534031413612565,0.5546107905658464,0.7980638388865129
uses_coordinate=0,is_correct=1 & is_uncertain=0 & noise_keyword_hit=none,0.8125,0.5933333333333334,0.52,0.64,1.0786516853932584,1.0,0.037916666666666654,1.1296296296296295,0.38888888888888873,0.5870178739416746,0.11475409836065567,0.7582022471910113
is_correct=1 & is_uncertain=0 & noise_keyword_present=0,uses_coordinate=0,0.5933333333333334,0.8125,0.52,0.8764044943820224,1.0786516853932584,1.0,0.037916666666666654,1.5170454545454535,0.17930327868852453,0.5870178739416746,0.34082397003745274,0.7582022471910113
is_uncertain=0 & noise_keyword_present=0 & uses_coordinate=0,is_correct=1,0.7225,0.5933333333333334,0.52,0.7197231833910035,1.2130166012207924,1.0,0.09131666666666666,1.450946502057613,0.6328251328251329,0.6534031413612565,0.3107947132565659,0.7980638388865129
is_correct=1 & noise_keyword_present=0 & uses_coordinate=0,is_uncertain=0,0.52,1.0,0.52,1.0,1.0,1.0,0.0,inf,0.0,0.52,0.0,0.76
is_correct=1 & is_uncertain=0 & uses_coordinate=0,noise_keyword_present=0,0.52,0.8925,0.52,1.0,1.1204481792717087,1.0,0.055900000000000005,inf,0.22395833333333337,0.5826330532212884,1.0,0.7913165266106443
is_correct=1 & noise_keyword_present=0,is_uncertain=0 & uses_coordinate=0,0.5933333333333334,0.8125,0.52,0.8764044943820224,1.0786516853932584,1.0,0.037916666666666654,1.5170454545454535,0.17930327868852453,0.5870178739416746,0.34082397003745274,0.7582022471910113
noise_keyword_present=0 & uses_coordinate=0,is_correct=1 & is_uncertain=0,0.7225,0.5933333333333334,0.52,0.7197231833910035,1.2130166012207924,1.0,0.09131666666666666,1.450946502057613,0.6328251328251329,0.6534031413612565,0.3107947132565659,0.7980638388865129
is_correct=1 & is_uncertain=0,noise_keyword_present=0 & uses_coordinate=0,0.5933333333333334,0.7225,0.52,0.8764044943820224,1.2130166012207921,1.0,0.09131666666666666,2.245227272727271,0.43182534678436313,0.6534031413612565,0.5546107905658464,0.7980638388865129
is_uncertain=0 & uses_coordinate=0,is_correct=1 & noise_keyword_present=0,0.8125,0.5933333333333334,0.52,0.64,1.0786516853932584,1.0,0.037916666666666654,1.1296296296296295,0.38888888888888873,0.5870178739416746,0.11475409836065567,0.7582022471910113
is_correct=1 & uses_coordinate=0,is_uncertain=0 & noise_keyword_present=0,0.52,0.8925,0.52,1.0,1.1204481792717087,1.0,0.055900000000000005,inf,0.22395833333333337,0.5826330532212884,1.0,0.7913165266106443
is_correct=1,is_uncertain=0 & noise_keyword_present=0 & uses_coordinate=0,0.5933333333333334,0.7225,0.52,0.8764044943820224,1.2130166012207921,1.0,0.09131666666666666,2.245227272727271,0.43182534678436313,0.6534031413612565,0.5546107905658464,0.7980638388865129
uses_coordinate=0,is_correct=1 & is_uncertain=0 & noise_keyword_present=0,0.8125,0.5933333333333334,0.52,0.64,1.0786516853932584,1.0,0.037916666666666654,1.1296296296296295,0.38888888888888873,0.5870178739416746,0.11475409836065567,0.7582022471910113
is_correct=1,error_category=none,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none,is_correct=1,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
noise_keyword_hit=none,error_category=none,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
error_category=none,noise_keyword_hit=none,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
noise_keyword_present=0,error_category=none,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
error_category=none,noise_keyword_present=0,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
error_category=none,is_uncertain=0,0.5933333333333334,1.0,0.5933333333333334,1.0,1.0,1.0,0.0,inf,0.0,0.5933333333333335,0.0,0.7966666666666666
error_category=none,uses_coordinate=0,0.5933333333333334,0.8125,0.52,0.8764044943820224,1.0786516853932584,1.0,0.037916666666666654,1.5170454545454535,0.17930327868852453,0.5870178739416746,0.34082397003745274,0.7582022471910113
uses_coordinate=0,error_category=none,0.8125,0.5933333333333334,0.52,0.64,1.0786516853932584,1.0,0.037916666666666654,1.1296296296296295,0.38888888888888873,0.5870178739416746,0.11475409836065567,0.7582022471910113
is_correct=1 & noise_keyword_hit=none,error_category=none,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none & noise_keyword_hit=none,is_correct=1,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none & is_correct=1,noise_keyword_hit=none,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
noise_keyword_hit=none,error_category=none & is_correct=1,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
is_correct=1,error_category=none & noise_keyword_hit=none,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none,is_correct=1 & noise_keyword_hit=none,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
is_correct=1 & noise_keyword_present=0,error_category=none,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none & noise_keyword_present=0,is_correct=1,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none & is_correct=1,noise_keyword_present=0,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
noise_keyword_present=0,error_category=none & is_correct=1,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
is_correct=1,error_category=none & noise_keyword_present=0,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none,is_correct=1 & noise_keyword_present=0,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
is_correct=1 & is_uncertain=0,error_category=none,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none & is_uncertain=0,is_correct=1,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none & is_correct=1,is_uncertain=0,0.5933333333333334,1.0,0.5933333333333334,1.0,1.0,1.0,0.0,inf,0.0,0.5933333333333335,0.0,0.7966666666666666
is_correct=1,error_category=none & is_uncertain=0,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none,is_correct=1 & is_uncertain=0,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none & is_correct=1,uses_coordinate=0,0.5933333333333334,0.8125,0.52,0.8764044943820224,1.0786516853932584,1.0,0.037916666666666654,1.5170454545454535,0.17930327868852453,0.5870178739416746,0.34082397003745274,0.7582022471910113
is_correct=1 & uses_coordinate=0,error_category=none,0.52,0.5933333333333334,0.52,1.0,1.6853932584269662,1.0,0.21146666666666664,inf,0.8472222222222221,0.8764044943820226,1.0,0.9382022471910112
error_category=none & uses_coordinate=0,is_correct=1,0.52,0.5933333333333334,0.52,1.0,1.6853932584269662,1.0,0.21146666666666664,inf,0.8472222222222221,0.8764044943820226,1.0,0.9382022471910112
is_correct=1,error_category=none & uses_coordinate=0,0.5933333333333334,0.52,0.52,0.8764044943820224,1.6853932584269662,1.0,0.21146666666666664,3.883636363636361,0.9999999999999999,0.8764044943820226,0.74250936329588,0.9382022471910112
error_category=none,is_correct=1 & uses_coordinate=0,0.5933333333333334,0.52,0.52,0.8764044943820224,1.6853932584269662,1.0,0.21146666666666664,3.883636363636361,0.9999999999999999,0.8764044943820226,0.74250936329588,0.9382022471910112
uses_coordinate=0,error_category=none & is_correct=1,0.8125,0.5933333333333334,0.52,0.64,1.0786516853932584,1.0,0.037916666666666654,1.1296296296296295,0.38888888888888873,0.5870178739416746,0.11475409836065567,0.7582022471910113
noise_keyword_hit=none & noise_keyword_present=0,error_category=none,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
error_category=none & noise_keyword_present=0,noise_keyword_hit=none,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
error_category=none & noise_keyword_hit=none,noise_keyword_present=0,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
noise_keyword_present=0,error_category=none & noise_keyword_hit=none,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
noise_keyword_hit=none,error_category=none & noise_keyword_present=0,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
error_category=none,noise_keyword_hit=none & noise_keyword_present=0,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
is_uncertain=0 & noise_keyword_hit=none,error_category=none,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
error_category=none & noise_keyword_hit=none,is_uncertain=0,0.5933333333333334,1.0,0.5933333333333334,1.0,1.0,1.0,0.0,inf,0.0,0.5933333333333335,0.0,0.7966666666666666
error_category=none & is_uncertain=0,noise_keyword_hit=none,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
noise_keyword_hit=none,error_category=none & is_uncertain=0,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
error_category=none,is_uncertain=0 & noise_keyword_hit=none,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
error_category=none & noise_keyword_hit=none,uses_coordinate=0,0.5933333333333334,0.8125,0.52,0.8764044943820224,1.0786516853932584,1.0,0.037916666666666654,1.5170454545454535,0.17930327868852453,0.5870178739416746,0.34082397003745274,0.7582022471910113
noise_keyword_hit=none & uses_coordinate=0,error_category=none,0.7225,0.5933333333333334,0.52,0.7197231833910035,1.2130166012207924,1.0,0.09131666666666666,1.450946502057613,0.6328251328251329,0.6534031413612565,0.3107947132565659,0.7980638388865129
error_category=none & uses_coordinate=0,noise_keyword_hit=none,0.52,0.8925,0.52,1.0,1.1204481792717087,1.0,0.055900000000000005,inf,0.22395833333333337,0.5826330532212884,1.0,0.7913165266106443
error_category=none,noise_keyword_hit=none & uses_coordinate=0,0.5933333333333334,0.7225,0.52,0.8764044943820224,1.2130166012207921,1.0,0.09131666666666666,2.245227272727271,0.43182534678436313,0.6534031413612565,0.5546107905658464,0.7980638388865129
uses_coordinate=0,error_category=none & noise_keyword_hit=none,0.8125,0.5933333333333334,0.52,0.64,1.0786516853932584,1.0,0.037916666666666654,1.1296296296296295,0.38888888888888873,0.5870178739416746,0.11475409836065567,0.7582022471910113
is_uncertain=0 & noise_keyword_present=0,error_category=none,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
error_category=none & noise_keyword_present=0,is_uncertain=0,0.5933333333333334,1.0,0.5933333333333334,1.0,1.0,1.0,0.0,inf,0.0,0.5933333333333335,0.0,0.7966666666666666
error_category=none & is_uncertain=0,noise_keyword_present=0,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
noise_keyword_present=0,error_category=none & is_uncertain=0,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
error_category=none,is_uncertain=0 & noise_keyword_present=0,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
error_category=none & noise_keyword_present=0,uses_coordinate=0,0.5933333333333334,0.8125,0.52,0.8764044943820224,1.0786516853932584,1.0,0.037916666666666654,1.5170454545454535,0.17930327868852453,0.5870178739416746,0.34082397003745274,0.7582022471910113
noise_keyword_present=0 & uses_coordinate=0,error_category=none,0.7225,0.5933333333333334,0.52,0.7197231833910035,1.2130166012207924,1.0,0.09131666666666666,1.450946502057613,0.6328251328251329,0.6534031413612565,0.3107947132565659,0.7980638388865129
error_category=none & uses_coordinate=0,noise_keyword_present=0,0.52,0.8925,0.52,1.0,1.1204481792717087,1.0,0.055900000000000005,inf,0.22395833333333337,0.5826330532212884,1.0,0.7913165266106443
error_category=none,noise_keyword_present=0 & uses_coordinate=0,0.5933333333333334,0.7225,0.52,0.8764044943820224,1.2130166012207921,1.0,0.09131666666666666,2.245227272727271,0.43182534678436313,0.6534031413612565,0.5546107905658464,0.7980638388865129
uses_coordinate=0,error_category=none & noise_keyword_present=0,0.8125,0.5933333333333334,0.52,0.64,1.0786516853932584,1.0,0.037916666666666654,1.1296296296296295,0.38888888888888873,0.5870178739416746,0.11475409836065567,0.7582022471910113
error_category=none & is_uncertain=0,uses_coordinate=0,0.5933333333333334,0.8125,0.52,0.8764044943820224,1.0786516853932584,1.0,0.037916666666666654,1.5170454545454535,0.17930327868852453,0.5870178739416746,0.34082397003745274,0.7582022471910113
is_uncertain=0 & uses_coordinate=0,error_category=none,0.8125,0.5933333333333334,0.52,0.64,1.0786516853932584,1.0,0.037916666666666654,1.1296296296296295,0.38888888888888873,0.5870178739416746,0.11475409836065567,0.7582022471910113
error_category=none & uses_coordinate=0,is_uncertain=0,0.52,1.0,0.52,1.0,1.0,1.0,0.0,inf,0.0,0.52,0.0,0.76
error_category=none,is_uncertain=0 & uses_coordinate=0,0.5933333333333334,0.8125,0.52,0.8764044943820224,1.0786516853932584,1.0,0.037916666666666654,1.5170454545454535,0.17930327868852453,0.5870178739416746,0.34082397003745274,0.7582022471910113
uses_coordinate=0,error_category=none & is_uncertain=0,0.8125,0.5933333333333334,0.52,0.64,1.0786516853932584,1.0,0.037916666666666654,1.1296296296296295,0.38888888888888873,0.5870178739416746,0.11475409836065567,0.7582022471910113
is_correct=1 & noise_keyword_hit=none & noise_keyword_present=0,error_category=none,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none & noise_keyword_hit=none & noise_keyword_present=0,is_correct=1,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none & is_correct=1 & noise_keyword_present=0,noise_keyword_hit=none,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
error_category=none & is_correct=1 & noise_keyword_hit=none,noise_keyword_present=0,0.5933333333333334,0.8925,0.5933333333333334,1.0,1.1204481792717087,1.0,0.06378333333333341,inf,0.2643442622950823,0.6647992530345472,1.0,0.8323996265172736
noise_keyword_hit=none & noise_keyword_present=0,error_category=none & is_correct=1,0.8925,0.5933333333333334,0.5933333333333334,0.6647992530345472,1.1204481792717087,1.0,0.06378333333333341,1.2132033426183846,1.0000000000000009,0.6647992530345472,0.175735868117739,0.8323996265172736
is_correct=1 & noise_keyword_present=0,error_category=none & noise_keyword_hit=none,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
error_category=none & noise_keyword_present=0,is_correct=1 & noise_keyword_hit=none,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
is_correct=1 & noise_keyword_hit=none,error_category=none & noise_keyword_present=0,0.5933333333333334,0.5933333333333334,0.5933333333333334,1.0,1.6853932584269662,1.0,0.24128888888888889,inf,1.0,1.0,1.0,1.0
